category	video_id	clip
Film_Animation	6TvPPePza18	7
News_Politics	PpiEOt8pyh4	8
Gaming	JipE_7cWnBs	74
Travel_Events	BJlbCGO4Ew0	107
People_Blogs	TfSYvCiUoVs	53
Autos_Vehicles	f678BYOGfr8	52
Entertainment	W5wF5-ePEQA	34
Travel_Events	IvhE9nDjuys	65
Sports	gU6XMROxoSw	56
Gaming	kSWnxvgo2jo	1
Autos_Vehicles	lkdAfsUv5ZQ	82
Autos_Vehicles	vhnUDCZUa28	15
People_Blogs	01pwN4f97Dw	17
Science_Technology	1ZKyx8LifHk	38
Entertainment	xyNPc-aOels	104
Education	1BTlznMBJ4Q	29
People_Blogs	bGJrEJKy4NA	71
People_Blogs	tgtgF7tQtOQ	125
Entertainment	jz2CZZeJsDc	6
Sports	flY2fPOrs5Y	5
Sports	B-vgkgu8gS8	13
People_Blogs	FNhYKxnTFpY	108
Entertainment	gAZV8wwVOeQ	53
People_Blogs	6ur1U1dXl7M	272
Travel_Events	frevvv_hWjQ	32
People_Blogs	nMj1lPfCX8Y	25
Travel_Events	D9-i_F3xYhI	96
People_Blogs	gPUWwMZMyXU	56
Entertainment	aczRGIysZGQ	170
Gaming	_ISzhhMroSU	5
Travel_Events	LeAYcue1s8c	85
Travel_Events	RDYMD_IZVbo	335
Travel_Events	77hJtIrMJ7g	67
Travel_Events	h0YTIfqiD5A	26
Travel_Events	NNYtJZpIQOE	19
People_Blogs	CrCxlPmfuBY	38
Gaming	RD5tTjkv51E	3
Sports	Q1a8YJmijBo	16
Travel_Events	ULSE5Yc4U7Q	11
Autos_Vehicles	FxgkVIRUZLY	215
Film_Animation	5vrRWlE2lVM	21
People_Blogs	0aXGFe1ZB3A	60
Science_Technology	yl7Rv0YY-X8	21
Travel_Events	dX5tsEXsk40	120
Comedy	vRQ6m1v-PDI	28
Nonprofits_Activism	ldSsFREnXeM	111
People_Blogs	G9Dwd7RoNhk	70
Entertainment	faL7mfng6Yw	13
Travel_Events	g-mxDh2beb0	65
Sports	aElPsVFaRU8	33
Travel_Events	TmkWxUS020I	93
Travel_Events	QOWWDnPJhBU	30
Entertainment	94oqoSMlYo8	25
Travel_Events	qMsYbOl9LeE	26
Travel_Events	fSVJCu7AkDo	13
Science_Technology	rqInXXPn8jc	31
People_Blogs	stDBE0S48X4	89
Sports	wCHNWHYMje4	39
Science_Technology	v27i2dTyr3Y	33
Travel_Events	nbDUcKqithc	12
Sports	uBtT4hjv03A	77
Entertainment	6w9wZQwVRkw	64
Nonprofits_Activism	zYl2TK6FbeY	21
Science_Technology	tBhuSTXMCaI	34
Gaming	jtxkGo1sVYE	13
Science_Technology	ESaNyXL3kkI	3
Gaming	kfQSAFCl-40	4
Film_Animation	xlaCZVNsDiI	73
Travel_Events	cP0SYoiZh0M	6
People_Blogs	3p2NikSzAwA	29
News_Politics	nLUcVcxSHN0	2
Entertainment	hCuY-Qhpsjs	22
Entertainment	Hs0ZXEy3jpA	2
Entertainment	XWS7lyqjGxY	50
Autos_Vehicles	Gbwj14vUjZI	22
Travel_Events	j0arrqnFIlc	43
Travel_Events	crZoFc_brh4	83
Entertainment	cqCCf1fF6S0	26
People_Blogs	W3rlYmlEA8I	39
People_Blogs	CSwVAzNRV5g	101
Travel_Events	t4Tlu_f1NSY	6
Autos_Vehicles	yzc6ZUMGj1M	230
Travel_Events	CcN6JkzM6Fk	8
Entertainment	MDdTaTLk4cI	19
People_Blogs	gMQC1uPezA8	6
Film_Animation	EWlhyiyduxU	20
People_Blogs	VEu2yM9QxOc	9
Sports	ZfYnHYJotVA	218
Travel_Events	e4uJfwYB240	185
News_Politics	Hvp-r3tr0ns	2
Travel_Events	ghN3eeVZM80	234
Travel_Events	KF7ICIvY8qk	29
Travel_Events	4l8wXCTPYQE	5
People_Blogs	2IKBfvtWXMw	3
Travel_Events	Lg6YYMZzxVk	179
Travel_Events	queS2-KN4h4	31
Science_Technology	i0kdT5oEN2Q	39
Entertainment	BxUI9Tbq01s	10
News_Politics	k0C4LKnxUJY	76
Travel_Events	y1bom21meVI	10
People_Blogs	h4sTqj79JBc	89
Travel_Events	VALWe9ppLO8	98
Travel_Events	Yt_SsybhTXc	35
People_Blogs	7aMNjN7r1DU	58
Autos_Vehicles	-C9hydVxf5E	40
Gaming	JipE_7cWnBs	342
Gaming	EN1G-_LLiUA	7
Education	QVUVVQ5doZs	143
Travel_Events	zDukzWG4-7w	3
Film_Animation	pc3BTMVPIwc	17
Sports	2V_naUGEgbE	5
Entertainment	rTL8-Obs3PE	36
Travel_Events	xkDTPvSADxs	47
Entertainment	PYNbi7-d2iY	68
Science_Technology	e8Ix4Z6CEjo	1
Entertainment	Y6T2Rkhm4DE	18
Travel_Events	bQObmjDp-LE	237
Film_Animation	SE2QWRirru8	0
Travel_Events	UsEOHVYucjg	0
Entertainment	bsymGWBBZmk	51
Travel_Events	3Vszom4ePes	4
People_Blogs	gsew6RhXhMw	30
Autos_Vehicles	XlqpAIUOlwU	57
Education	EKBcr6lwO0o	51
Entertainment	T5-CU4t0BZU	56
Entertainment	6_-CDm4CBQs	75
Travel_Events	2OzlksZBTiA	38
Entertainment	fMoMrM-H5yc	30
Entertainment	jBtadVG6Z4Y	67
Entertainment	YkC2abRcwlg	16
Comedy	kkzv64-nLmU	101
People_Blogs	GLmeBAkDV08	25
Travel_Events	SJ2-lO6rhh4	18
Gaming	jS3W-peXm1A	21
Travel_Events	KpCtToYf8Zw	126
News_Politics	CZJSA6eTRA4	57
Gaming	trFjWLzecIY	49
Entertainment	1cMNIGnGnlk	23
Entertainment	3TRPHmJR5yU	5
Travel_Events	w8nJmua9vt8	60
Film_Animation	Rry0tPnqMnQ	135
Education	WO8gk9hIP0A	47
Sports	iRQb3Z6ij3c	8
Sports	Sp1Sdgfq3wQ	10
Science_Technology	8KVxQsyQnsU	40
Entertainment	Nfc1oi0hBx4	57
Science_Technology	adZ05S6mXsU	10
Entertainment	OtSIQRRkICo	120
Autos_Vehicles	EpCNa466AOw	119
Film_Animation	MhBufzqQmzk	106
Autos_Vehicles	TwYWpwNTL6Y	36
News_Politics	DVubjYPCKeQ	0
Sports	iK0KNBM1Bdw	107
Travel_Events	3dfPiv88Hhw	20
Travel_Events	xtkaliIPJwQ	118
Entertainment	cd6tepIKP9A	27
Entertainment	t6zJgKuxYFY	64
Entertainment	n1VLBD19cmk	26
Science_Technology	fBFkSx_8cJs	143
Gaming	gP_3F2DQklY	28
News_Politics	aTTzKwLPqFw	2
Gaming	CEDE0o_08v4	6
Gaming	v6sLqFLeIAI	58
Gaming	czVMMkJQkKU	8
Entertainment	G7g2FEi7AAQ	12
Gaming	ohbHhsYDrMk	37
Entertainment	uTi4N55zS8A	10
Travel_Events	Xb-xZj-EVO0	20
People_Blogs	uRBiOFMBuQI	67
Travel_Events	Old5zUP0Zlg	117
Travel_Events	EssuuYdDJZ4	22
Travel_Events	SJ0kTIKKo6w	47
Entertainment	2jfAd-B8WfM	210
Film_Animation	MX92HGRYn1U	25
People_Blogs	VA6xJWqwRwg	49
Howto_Style	ot2SUT9MHag	13
Autos_Vehicles	l2LCzcN2rG4	3
Entertainment	p9bpwz7l8_Q	4
Gaming	E-ad1J0R-QA	3
News_Politics	Oj0NQMhw818	124
People_Blogs	HnMg8LG4-YI	20
People_Blogs	XOlGIomdfak	26
Autos_Vehicles	8ZZmeSHy_k4	2
Travel_Events	ghdAW41b-2c	36
Entertainment	WFpa18E76HA	26
Travel_Events	C3EWKMWevLU	92
Science_Technology	YvlWVDvmjD0	2
News_Politics	vP95O-53OCg	24
Entertainment	AhoFkfdDzI4	13
Education	lMNhaKFOZLI	42
Sports	OC8I70ySoCU	18
People_Blogs	IIghdCLSwGg	53
People_Blogs	gCkwdsEm7oA	20
People_Blogs	sKqOr7JhG5M	34
Autos_Vehicles	eqv9ufoqUag	2
Film_Animation	qtwrzi1DNgU	140
People_Blogs	JOMp6mK3gOk	25
Sports	OBp2EWPjotk	12
People_Blogs	515-bIDUndw	4
People_Blogs	6ur1U1dXl7M	85
Science_Technology	D4Sqy_0nzmo	86
Autos_Vehicles	oYBcQ7pSymg	28
Travel_Events	Zba6KtuM4tE	0
Gaming	z4k1Xse_XgY	91
Entertainment	xvGK_qTmzHU	43
Comedy	SI1IOZqpNUA	44
Travel_Events	RDYMD_IZVbo	148
Autos_Vehicles	XJiU5gCervM	2
Autos_Vehicles	dfzCFVj-Tyo	133
People_Blogs	-BXZZEF2Gw0	124
Gaming	6KAocPsH_vA	55
People_Blogs	4Y5TQ2O8o0E	34
People_Blogs	yXY68ZyWDQ4	19
Autos_Vehicles	nz-vGcs2yvI	15
Travel_Events	pAzy0EUxGt0	153
People_Blogs	nGXmQGtmBTE	7
Travel_Events	a3-Es1OCKfc	51
Entertainment	JcUGCvFISOA	67
People_Blogs	Ynmp8jFNHkQ	158
Autos_Vehicles	6S9aKLTOoIs	93
Sports	kAGTEauTjkc	9
Travel_Events	DN6Rw-dgArU	41
Autos_Vehicles	HK02q6kWhAk	68
Science_Technology	sBX3x7WUlWU	7
People_Blogs	Ro9aEIN3YRA	282
People_Blogs	9ogC5CiqC_E	5
Travel_Events	tzHRz8lw6Eg	9
Education	pZWErCheYWk	31
Travel_Events	JdKuzq8mBqM	4
People_Blogs	32kBytuvRig	14
Entertainment	Cu5-yemGSwY	34
Entertainment	_eIilEQI-c0	23
Travel_Events	-4MzQ1pRd50	66
Entertainment	RtSKBo8woSQ	229
News_Politics	InwhUP7nsjw	14
Sports	B6GlCAm_rkU	4
People_Blogs	Gpd6GrXAxho	6
People_Blogs	9mmnfewb8T8	0
Entertainment	5xI0UHaon58	21
Pets_Animals	AT7_Kbwjrcw	90
Travel_Events	MuuNppm-ekI	53
Autos_Vehicles	Rq57jODEMko	32
Travel_Events	_kdVbteuA-k	47
Entertainment	qY6nyYOh8nE	65
Travel_Events	sj4iFUb0drU	2
Sports	9T3z8lUzp1w	83
Gaming	aYhSy1A8_CA	13
News_Politics	AmRbdECTroI	76
Autos_Vehicles	-gcJDgOkkGU	1
Travel_Events	4cXlMqFtjA4	78
Science_Technology	olhSFDXuCvc	12
News_Politics	oFbRVVv4yM8	27
Autos_Vehicles	FkDGxjxM5tY	125
Entertainment	LWI8t228-4Y	92
Travel_Events	zGBVEFWT9Eg	91
Gaming	5ReAadaCGd4	0
Travel_Events	8G0zoVm3NOw	81
Entertainment	SI-ornpUq3M	67
Gaming	HhjuxVzhw5A	24
People_Blogs	c6rz4_jIc7w	23
Travel_Events	QcHJpaETHEw	16
Travel_Events	rgsXBdOC5Eo	363
Travel_Events	Kdd4PBRG_n4	6
Film_Animation	2-AP6WCth4w	146
Travel_Events	sMXshzqUlQA	93
Entertainment	5jS6bZeIKAY	92
Travel_Events	ExWns49AhfI	108
Entertainment	Y_8xodjtV8Q	36
People_Blogs	J21x9gTwkiM	133
Travel_Events	YIIm4B24-64	17
Entertainment	T_Z5tfSzXPo	53
People_Blogs	ysOhw3KpfFo	58
People_Blogs	rYo3Zl2gdwc	17
Sports	gGxjaVlNnqY	16
Education	PqlZ2lzEwFU	9
Travel_Events	J3Xef3E3aTQ	484
Travel_Events	TFZu-9igt1o	36
Science_Technology	G9_0WP-27tI	51
Travel_Events	pBkWJUWBF1c	78
Gaming	kokvHsrUcJA	24
Howto_Style	5-O-1KRV36o	6
Entertainment	WT7MGpCq9jQ	49
Sports	ZfYnHYJotVA	31
Gaming	TftbdAqcDgg	71
Travel_Events	ghN3eeVZM80	47
Education	3Agsqmlr4Zk	19
Travel_Events	nPYoDf3IhfQ	7
Autos_Vehicles	zaL41qYKdpM	10
Entertainment	LBeW7XWu7_o	23
Entertainment	lawaWHgaCRQ	5
People_Blogs	9a6LG3fXeDQ	23
Film_Animation	GGWjzNWSXds	13
Sports	PJ8N7gLq5Ac	16
News_Politics	zT7Ht0fKdDY	6
Travel_Events	F0FqPmaMirI	6
People_Blogs	VEu2yM9QxOc	172
Sports	jJA33YwhBBM	5
Sports	xnz4S4gONT4	72
Travel_Events	7r4232rrX_U	185
News_Politics	6xMZDyAfjY8	19
People_Blogs	mKf3WiSvnUI	149
Pets_Animals	ysotzxLMOdc	66
Travel_Events	bQObmjDp-LE	50
Travel_Events	IcOsY2t6RO4	39
Travel_Events	8AN_mBUZ3CA	25
Autos_Vehicles	vhnUDCZUa28	96
People_Blogs	zj5I1oSnxJs	4
People_Blogs	FvzVU-PU_80	12
Sports	24ByBDptdK0	4
Entertainment	uY-cUFjzUq8	25
Travel_Events	pFHPmvijbY0	78
Gaming	FTc2btZBaSc	21
Travel_Events	G2vGCNuaAbY	2
Autos_Vehicles	SlF80P1U6fs	155
Autos_Vehicles	Q_vNbaXfSuc	13
People_Blogs	TxF5riCFzBs	28
Sports	B-vgkgu8gS8	94
Sports	xRMxq0gD5TY	181
Film_Animation	4MbgfilykLk	12
People_Blogs	oVDGwZvIViU	184
Gaming	YWWed2uN87k	14
People_Blogs	-XVcn2rUXF8	23
Entertainment	y41tFjfwgeQ	37
Entertainment	195obtBXOmE	18
Travel_Events	LFzzYSoPW7Y	34
Autos_Vehicles	3cUgPPgoRyg	26
Travel_Events	vaFYX9Bl3q4	128
Pets_Animals	kkFmATUhExQ	2
Science_Technology	9d7jg6NxCLM	147
People_Blogs	oK7chwvbQwM	74
Gaming	-XPc35XmqTk	10
Entertainment	eH1OpkMoWAQ	7
Gaming	zXZKJJNCrAg	5
Travel_Events	zrjLiXTcMI0	40
People_Blogs	4eFoTBwfbkg	61
People_Blogs	Kf_HwSVrpBo	60
Entertainment	aRjyfWwS0ZE	33
People_Blogs	Nv9srXm2_C8	62
Autos_Vehicles	S5JiL8eWm2c	52
Travel_Events	yVA3mcBmeB4	2
Autos_Vehicles	nuvc6zQHIqE	14
Gaming	0OmKNu-tdBQ	112
Film_Animation	dOzCLbhkGGM	79
Travel_Events	LnPyHHBirA8	16
Travel_Events	g-mxDh2beb0	146
Travel_Events	7bVN_AhAlVs	127
Travel_Events	tFDyruw3XVs	73
Science_Technology	Sh2-skaM4Rg	7
Comedy	pPTM5rFc1mY	274
Film_Animation	a48ZbyEwZ0Y	1
Travel_Events	MBFKmZXVtsI	24
Entertainment	FMR2sGVOzq8	39
People_Blogs	jt8qedRiLpg	6
People_Blogs	DkDYw0MQcD0	225
Comedy	UnGqvBBcGQ8	12
Nonprofits_Activism	X2Y3_nqdlq0	9
Travel_Events	-99rFlYi_Lw	15
Travel_Events	vE3XOT9Z-RI	62
Travel_Events	h4weFy2l1VA	47
Gaming	5wwipWSWne0	108
Travel_Events	1M_s1moYtdE	56
Science_Technology	wlWVpOzgrL4	28
Travel_Events	uM57Oy5bevQ	104
Sports	WCz5kgVrTW8	14
Travel_Events	KCs3FuaBlRk	42
Entertainment	s4Jgwpr29YI	23
Film_Animation	cMSQXkEFlks	2
People_Blogs	qdH_VTfHCsI	11
Travel_Events	Swv_PTaCyxc	4
Entertainment	eLuW5eV8qQ8	23
People_Blogs	TfSYvCiUoVs	29
People_Blogs	NgWVhL2iouk	210
Travel_Events	34JVQ__IUoQ	40
Education	v5QhHxh0n30	244
Autos_Vehicles	yzc6ZUMGj1M	311
Autos_Vehicles	M3fI5Pkh2b8	30
Science_Technology	itQiuxVV0EQ	5
People_Blogs	aOeK-sS5GLs	41
Education	gCRQR8Uv9JY	63
People_Blogs	tmAaxU2cAVY	27
People_Blogs	f6WaYGJURl4	11
Travel_Events	KF7ICIvY8qk	110
People_Blogs	tgtgF7tQtOQ	101
Travel_Events	S0hT9_Gs694	12
Entertainment	5_gSg0k-XJU	120
Travel_Events	P0WW1kADeRM	61
People_Blogs	rZcJWqyDTEg	47
Travel_Events	RxbJUx_njfI	104
People_Blogs	FNhYKxnTFpY	84
Entertainment	viTgcX-zpA8	30
Entertainment	RKrCkbyVx0w	96
Gaming	juJXmnJ-VcM	4
Sports	FphIBmbTUaE	2
People_Blogs	Ro9aEIN3YRA	95
Gaming	spFMUKdtBL4	9
Autos_Vehicles	SibbEi9dMcY	30
Film_Animation	F2F7iXY7FVI	76
People_Blogs	tgqlcKggV0g	31
Entertainment	RtSKBo8woSQ	42
Travel_Events	cV-12mLOMaA	6
Travel_Events	0HukN0eUofg	85
People_Blogs	kIC2v9Uta1Y	52
People_Blogs	w5cbfTLJe-g	275
Education	wkJ4pyouqfQ	7
Autos_Vehicles	mdkyQT7-hC0	138
Science_Technology	Qnv98f0HL1I	4
People_Blogs	pa96O7Dac9Y	12
Education	ZPZcomfPeRc	82
Gaming	ydyRe_Ju6CY	44
News_Politics	ero0DGDeXis	4
Travel_Events	AFKSHrQQ0ro	9
Entertainment	FZgJBEFcxBM	48
Entertainment	LekbZ95U-FA	22
Science_Technology	2XLPBKxn6Bo	227
Gaming	1lJR1Z7pOYk	0
Travel_Events	frQclXPfhLk	26
News_Politics	Syafz1UDbm8	26
Gaming	hQl3Nl9jQts	4
Travel_Events	T0DNBJT6_dk	327
Travel_Events	G4BrczBZAXY	165
People_Blogs	q0OeFwJmfJw	32
Travel_Events	_kdVbteuA-k	210
Travel_Events	De5ovHdegc4	25
Travel_Events	rgsXBdOC5Eo	176
Gaming	bumpI0qwAPY	8
Entertainment	IrmBOltVuPw	4
Entertainment	-MKjDs2t_zI	1
Entertainment	xIB42nG6trw	22
People_Blogs	Qpgxwh2JqG0	16
Education	udpKurYyc4Y	6
Education	YxcIkM3wUMI	112
Entertainment	WeBY4pUppmo	55
Gaming	uOrxeB6d0HE	9
Film_Animation	9XK3laxX0CE	23
People_Blogs	8RuKxs4BCA8	34
People_Blogs	Jv3IBSaYEkM	4
Travel_Events	sMQu4b48g9A	264
Travel_Events	jCSXtoB1ag4	45
Education	OzaXkOArlEY	159
Travel_Events	j0arrqnFIlc	19
Entertainment	dGe9nMRy7pA	2
People_Blogs	CvZ7CG3i_Yg	1
Travel_Events	J3Xef3E3aTQ	297
Gaming	q_RHpqSTH1s	3
People_Blogs	2CZtFQwQy3g	19
Gaming	DmOIdq8mUaI	32
Gaming	qYA5ngmgcyM	19
Science_Technology	ZgR_kg52owI	131
Education	RCr1M523VCU	14
People_Blogs	ULgAKtt2NFI	70
Travel_Events	nRD9-3QGWxI	16
Travel_Events	UMDToJAATKo	116
Travel_Events	cqwCb9vFm5I	20
People_Blogs	amcaEqWf880	22
Sports	iK0KNBM1Bdw	188
Autos_Vehicles	hjje3F0bavA	11
Entertainment	q6iihiG2NMs	45
Travel_Events	8HPMaYzQmSY	40
Gaming	rF6lWc6cwdU	2
Travel_Events	mr-guPrWw4E	64
Film_Animation	r3_ebvvVKaU	18
Science_Technology	lEZcpqV6qjM	16
News_Politics	o_iGgWxKXYc	103
People_Blogs	xQgQdYrwkBg	58
Gaming	Snv0iF9TtYU	18
News_Politics	TsKyV5PhHQ0	37
Sports	ZfYnHYJotVA	194
Gaming	1QMxgtD4QiM	12
People_Blogs	GlgscCaeMSE	64
Pets_Animals	xpq8DLHxdoc	16
Travel_Events	IpJeHg7WdRc	54
People_Blogs	OfD7IDuNdG8	6
People_Blogs	9a6LG3fXeDQ	186
Film_Animation	8rBA6VIgkDw	26
Entertainment	28kRsuh-23g	5
Sports	m5Lb7JT1-AY	62
Entertainment	C-JQrCNKIUY	20
Travel_Events	VALWe9ppLO8	74
Travel_Events	Aah5BCU53jY	76
People_Blogs	ShbLiWR94PA	54
People_Blogs	qPisiVwqb_w	56
Sports	uZA61SBDykY	9
Travel_Events	E31oZ8ZDZEA	9
Film_Animation	qtwrzi1DNgU	221
Travel_Events	KbXi-MTyhnI	13
Education	pAoYdNBCkyo	22
People_Blogs	Xb9aBl9TfCY	19
Entertainment	R6WyUlvHKAE	9
Film_Animation	UhY2n9gmRus	35
Travel_Events	mxgmFgZIiBc	17
Travel_Events	KtxEmezsxaU	73
Travel_Events	lf4luNtM31Q	43
Education	J3ixfgJBtOc	86
Education	L1vijkuO_mM	170
People_Blogs	8o6faU5v350	30
Pets_Animals	tAzMeRiAihk	2
Education	A3xSWECAsD8	92
Entertainment	JcUGCvFISOA	148
Autos_Vehicles	CsqXL7xmoFI	33
Science_Technology	sBX3x7WUlWU	88
Travel_Events	L3S7ueQ0PWE	5
News_Politics	Xz1O9FKS0gw	70
News_Politics	InwhUP7nsjw	95
Science_Technology	c3zeH-YEHkE	70
Autos_Vehicles	WB8z4pl5EQ8	8
Comedy	8IcPJesWX4k	45
Travel_Events	rVu9gkLZH34	306
Travel_Events	Rpq2I79UxLI	102
Education	80PU79fbiqA	23
Nonprofits_Activism	k10XBoRNS_0	51
People_Blogs	eEVZUsvh75w	23
Travel_Events	GKHqNpepEwc	23
Entertainment	IUyjOR5fK1k	37
Autos_Vehicles	EVC-vnfGKgM	15
Autos_Vehicles	X4JnH7ajT9Y	1
Travel_Events	fRu8rbwYkUI	8
People_Blogs	DkDYw0MQcD0	38
People_Blogs	o6lX4HudKVg	18
Pets_Animals	6DZLEwIYdr8	66
Nonprofits_Activism	gfKQxrR0zlA	0
People_Blogs	w2wLdDAVhJY	23
Entertainment	n1VLBD19cmk	2
News_Politics	xOqLUOTzab4	47
Travel_Events	bW-NNCcdJeE	92
People_Blogs	e7AYPnOcn2g	232
Howto_Style	WZvxZp4nEjE	49
People_Blogs	aqC5-2spbLE	2
Science_Technology	nMhaWOwy7O0	17
Travel_Events	1ziMH_lAUW0	13
Entertainment	20wrZHSEzdE	4
Entertainment	u-mWZjyXCgk	15
Howto_Style	5CNS59qIgJ8	97
Science_Technology	dN5VNbVxbkc	11
Science_Technology	tvrTcQs0vRk	10
Film_Animation	MX92HGRYn1U	1
People_Blogs	iSdSD3xuFHw	38
Education	v5QhHxh0n30	57
People_Blogs	4pIfW2XViB4	112
News_Politics	hbvQnO6blmM	2
People_Blogs	GeOfbc1-U8I	63
Sports	yBDagI_cq6g	11
Film_Animation	06MeDeqELXA	33
Sports	gGxjaVlNnqY	97
Education	PqlZ2lzEwFU	90
Travel_Events	WMLZM0WcQDY	82
People_Blogs	kHWhxRdOYCk	33
Travel_Events	JOiBS-dUSIA	7
Education	3Agsqmlr4Zk	100
Travel_Events	fspxEtwdeeU	59
Entertainment	wlaHwQW4PC8	11
People_Blogs	ZyBHdgxb_mo	126
People_Blogs	WK6zqSxSP3w	10
People_Blogs	CSwVAzNRV5g	345
Travel_Events	LtBFbvENglI	28
Autos_Vehicles	4o6lLfz7Qvc	77
Travel_Events	cnUfzIrFaRI	7
Entertainment	chDwAPMoJrk	1
Entertainment	4asw3rIzQGI	33
Gaming	jlM_k0uKXTc	6
Film_Animation	sENn0Ptvm3w	14
Travel_Events	uTFVZERn98E	110
Travel_Events	Kp29zcxmkmo	86
Sports	22Z-5_h-iRk	5
People_Blogs	AP6utrE_33U	71
Travel_Events	1nRA9mzpQW4	97
People_Blogs	1WY_VednyZg	50
Entertainment	VxgJ7byDPKw	24
Entertainment	HqAGA8jeQ6g	6
Science_Technology	kB0m3CXC7Hk	37
People_Blogs	zdTWMhVQCik	38
People_Blogs	2IKBfvtWXMw	247
Film_Animation	tnb0ZBo2hJk	9
News_Politics	6xMZDyAfjY8	100
Science_Technology	_YHfw3dVu_0	20
Science_Technology	Q6n4_0Yfbwk	0
Film_Animation	WpNKAsH4Y1w	6
Sports	JfVhKwAi4q4	46
Science_Technology	XCNc6yIEBtM	156
Travel_Events	Idh71y17dCI	4
Travel_Events	szT1jccSj3I	31
Gaming	94eMrn4SICM	82
Travel_Events	Ca52S2rIwjI	4
Travel_Events	a3-Es1OCKfc	27
Education	cpMcl3TrT0s	4
Travel_Events	SAK8mSqyu0c	22
People_Blogs	YAWy4LjS4Fc	118
Gaming	JipE_7cWnBs	586
Film_Animation	F2F7iXY7FVI	239
Education	SXPhfrQypEM	11
Sports	oxtlr2-2FVk	3
People_Blogs	m2ijFFBiiTw	67
Science_Technology	2XLPBKxn6Bo	40
Travel_Events	T0DNBJT6_dk	140
Travel_Events	0TMqdAh5Sl4	30
News_Politics	Sj-QGdsoelE	14
People_Blogs	M59hmha5vMA	3
Entertainment	Ii5OJ7_6UpM	25
Travel_Events	_kdVbteuA-k	23
Travel_Events	Ac8uBHhcDso	9
Entertainment	-L2wDOsS8nE	12
Sports	qpKUQ_XCHg8	1
Travel_Events	E059KFiPA8w	18
Nonprofits_Activism	SDFWco_D4Vk	17
People_Blogs	cMRr3RoTT0M	34
Entertainment	QAM8uvSL7ew	36
Travel_Events	kJmwqwVajLg	126
Travel_Events	ZfFu1O92Hg0	166
Autos_Vehicles	FkDGxjxM5tY	101
Travel_Events	sMQu4b48g9A	77
Entertainment	LWI8t228-4Y	68
People_Blogs	uj79sGaGP34	4
Autos_Vehicles	N4sI0nyvtr4	21
Entertainment	DJRRZgMTdEY	74
Comedy	kkzv64-nLmU	345
Entertainment	eTlFhufxzhk	14
Pets_Animals	Wp0kpX9gnA4	13
Howto_Style	uIUGCGilLnQ	30
Gaming	65gSsrvWZHU	0
Travel_Events	J3Xef3E3aTQ	110
Travel_Events	gSSOnHd90kA	157
People_Blogs	BGYHC4JB8rA	0
Travel_Events	D4PIZVrqRIk	67
People_Blogs	Dd-7QN4JOIM	143
Sports	WdwI3DwYYBo	1
Gaming	b93zE8MzNa8	9
Entertainment	5c9TEDoYEZw	30
Sports	iK0KNBM1Bdw	1
Entertainment	9Ke5EgZhsic	25
Entertainment	epoEk3_2T7E	44
Howto_Style	8D1CFoMJF1w	1
Howto_Style	2pSRXyqi0ms	30
Sports	hVnB4kSaZDY	46
Travel_Events	USeiZiJkMdk	71
People_Blogs	5cbD8t8h3go	73
Entertainment	I6phbvg9Gxo	19
Travel_Events	YLhTjCV1V04	114
Entertainment	0OlkgGsgFYY	48
People_Blogs	GZXaJTMBijQ	12
Sports	IU4DPe6-Vi8	4
Film_Animation	u01MWuPc4TY	1
Science_Technology	0RPurvYriHI	0
Travel_Events	iv4lHXz2XlQ	3
Travel_Events	TFZu-9igt1o	12
Education	gTgnWNiuSTw	6
Howto_Style	G2cBgFYOD5s	10
Travel_Events	Gg3Pi1wg56g	77
Travel_Events	GEtrZ8sEOiQ	33
Pets_Animals	ykb_zCwuXHE	5
Science_Technology	9nCyxxU_7NU	39
Sports	iK0KNBM1Bdw	351
Education	4stqRE5zzoQ	125
Travel_Events	wzj2hP7E0Lk	87
People_Blogs	uPdwhDC0f8E	28
People_Blogs	zYvAarE3gPA	12
Travel_Events	QMdEkQtFF5Q	12
Gaming	kIPvDW0rAuI	29
Travel_Events	MmZ2NRiiRlw	362
Travel_Events	eHyEOoGF3BU	6
People_Blogs	YBDlanoSwuc	36
Entertainment	6nD_dqgehB0	8
People_Blogs	k2kbN_Khg-0	69
Film_Animation	qtwrzi1DNgU	34
Pets_Animals	M-gT5HGdXaM	56
People_Blogs	N2-2FxP3VkE	23
Entertainment	f9ZVtWWDD8Q	37
News_Politics	pSyXtEyAFYY	7
People_Blogs	n0B8vj-Sz5o	22
Travel_Events	cNO7IVr2RBw	56
Autos_Vehicles	vhnUDCZUa28	72
Entertainment	C4IgvmVB7eQ	32
People_Blogs	woSkSIL8UbU	10
Entertainment	xyNPc-aOels	161
Education	modIvoQjpbE	25
People_Blogs	Ea-uVRet5BU	8
Autos_Vehicles	FAC6hbA09XE	84
People_Blogs	R-xtZO6kHmU	188
Film_Animation	zNKfy8qJ-3c	4
People_Blogs	G3whBXOHBvE	11
Travel_Events	wLjzWslRjuw	35
Autos_Vehicles	dfzCFVj-Tyo	27
News_Politics	EzHmPumy9Yw	12
Sports	B-vgkgu8gS8	70
People_Blogs	FNhYKxnTFpY	165
Science_Technology	pPYzgoHrSIY	25
Travel_Events	nrH4O8qF_VE	22
People_Blogs	qS7KuK_pBUQ	266
Science_Technology	e-2n_HksLh0	22
Travel_Events	frevvv_hWjQ	89
Comedy	Rp6VM_hlkUk	160
